exposure,ratio_bucket,month,fund_count,exposure_type
Including IRDs,10 or more,2023-08,195,LNE
Excluding IRDs,"(0,1.5)",2023-08,1280,LNE
Excluding IRDs,"[1.5,3)",2023-08,430,LNE
Excluding IRDs,"[3,5)",2023-08,142,LNE
Excluding IRDs,"[5,10)",2023-08,106,LNE
Excluding IRDs,10 or more,2023-08,139,LNE
Including IRDs,"(0,1.5)",2023-09,1108,LNE
Including IRDs,"[1.5,3)",2023-09,521,LNE
Including IRDs,"[3,5)",2023-09,151,LNE
Including IRDs,"[5,10)",2023-09,122,LNE
Including IRDs,10 or more,2023-09,195,LNE
Excluding IRDs,"(0,1.5)",2023-09,1249,LNE
Excluding IRDs,"[1.5,3)",2023-09,454,LNE
Excluding IRDs,"[3,5)",2023-09,146,LNE
Excluding IRDs,"[5,10)",2023-09,110,LNE
Excluding IRDs,10 or more,2023-09,138,LNE
Including IRDs,"(0,1.5)",2023-10,1178,LNE
Including IRDs,"[1.5,3)",2023-10,457,LNE
Including IRDs,"[3,5)",2023-10,139,LNE
Including IRDs,"[5,10)",2023-10,110,LNE
Including IRDs,10 or more,2023-10,219,LNE
Excluding IRDs,"(0,1.5)",2023-10,1305,LNE
Excluding IRDs,"[1.5,3)",2023-10,397,LNE
Excluding IRDs,"[3,5)",2023-10,146,LNE
Excluding IRDs,"[5,10)",2023-10,98,LNE
Excluding IRDs,10 or more,2023-10,157,LNE
Including IRDs,"(0,1.5)",2023-11,1150,LNE
Including IRDs,"[1.5,3)",2023-11,477,LNE
Including IRDs,"[3,5)",2023-11,131,LNE
Including IRDs,"[5,10)",2023-11,118,LNE
Including IRDs,10 or more,2023-11,227,LNE
Excluding IRDs,"(0,1.5)",2023-11,1287,LNE
Excluding IRDs,"[1.5,3)",2023-11,409,LNE
Excluding IRDs,"[3,5)",2023-11,140,LNE
Excluding IRDs,"[5,10)",2023-11,106,LNE
Excluding IRDs,10 or more,2023-11,161,LNE
Including IRDs,"(0,1.5)",2023-12,1101,LNE
Including IRDs,"[1.5,3)",2023-12,523,LNE
Including IRDs,"[3,5)",2023-12,145,LNE
Including IRDs,"[5,10)",2023-12,108,LNE
Including IRDs,10 or more,2023-12,226,LNE
Excluding IRDs,"(0,1.5)",2023-12,1244,LNE
Excluding IRDs,"[1.5,3)",2023-12,450,LNE
Excluding IRDs,"[3,5)",2023-12,139,LNE
Excluding IRDs,"[5,10)",2023-12,111,LNE
Excluding IRDs,10 or more,2023-12,159,LNE
Including IRDs,"(0,1.5)",2024-01,1176,LNE
Including IRDs,"[1.5,3)",2024-01,477,LNE
Including IRDs,"[3,5)",2024-01,124,LNE
Including IRDs,"[5,10)",2024-01,101,LNE
Including IRDs,10 or more,2024-01,206,LNE
Excluding IRDs,"(0,1.5)",2024-01,1319,LNE
Excluding IRDs,"[1.5,3)",2024-01,396,LNE
Excluding IRDs,"[3,5)",2024-01,121,LNE
Excluding IRDs,"[5,10)",2024-01,95,LNE
Excluding IRDs,10 or more,2024-01,153,LNE
Including IRDs,"(0,1.5)",2024-02,1160,LNE
Including IRDs,"[1.5,3)",2024-02,477,LNE
Including IRDs,"[3,5)",2024-02,136,LNE
Including IRDs,"[5,10)",2024-02,104,LNE
Including IRDs,10 or more,2024-02,207,LNE
Excluding IRDs,"(0,1.5)",2024-02,1300,LNE
Excluding IRDs,"[1.5,3)",2024-02,406,LNE
Excluding IRDs,"[3,5)",2024-02,122,LNE
Excluding IRDs,"[5,10)",2024-02,107,LNE
Excluding IRDs,10 or more,2024-02,149,LNE
Including IRDs,"(0,1.5)",2024-03,1118,LNE
Including IRDs,"[1.5,3)",2024-03,495,LNE
Including IRDs,"[3,5)",2024-03,156,LNE
Including IRDs,"[5,10)",2024-03,101,LNE
Including IRDs,10 or more,2024-03,214,LNE
Excluding IRDs,"(0,1.5)",2024-03,1251,LNE
Excluding IRDs,"[1.5,3)",2024-03,444,LNE
Excluding IRDs,"[3,5)",2024-03,129,LNE
Excluding IRDs,"[5,10)",2024-03,104,LNE
Excluding IRDs,10 or more,2024-03,156,LNE
Including IRDs,"(0,1.5)",2024-04,1079,LNE
Including IRDs,"[1.5,3)",2024-04,459,LNE
Including IRDs,"[3,5)",2024-04,150,LNE
Including IRDs,"[5,10)",2024-04,101,LNE
Including IRDs,10 or more,2024-04,209,LNE
Excluding IRDs,"(0,1.5)",2024-04,1205,LNE
Excluding IRDs,"[1.5,3)",2024-04,406,LNE
Excluding IRDs,"[3,5)",2024-04,137,LNE
Excluding IRDs,"[5,10)",2024-04,108,LNE
Excluding IRDs,10 or more,2024-04,142,LNE
Including IRDs,"(0,1.5)",2024-05,1067,LNE
Including IRDs,"[1.5,3)",2024-05,464,LNE
Including IRDs,"[3,5)",2024-05,147,LNE
Including IRDs,"[5,10)",2024-05,108,LNE
Including IRDs,10 or more,2024-05,212,LNE
Excluding IRDs,"(0,1.5)",2024-05,1198,LNE
Excluding IRDs,"[1.5,3)",2024-05,411,LNE
Excluding IRDs,"[3,5)",2024-05,123,LNE
Excluding IRDs,"[5,10)",2024-05,121,LNE
Excluding IRDs,10 or more,2024-05,145,LNE
Including IRDs,"(0,1.5)",2024-06,1023,LNE
Including IRDs,"[1.5,3)",2024-06,510,LNE
Including IRDs,"[3,5)",2024-06,152,LNE
Including IRDs,"[5,10)",2024-06,102,LNE
Including IRDs,10 or more,2024-06,211,LNE
Excluding IRDs,"(0,1.5)",2024-06,1162,LNE
Excluding IRDs,"[1.5,3)",2024-06,450,LNE
Excluding IRDs,"[3,5)",2024-06,134,LNE
Excluding IRDs,"[5,10)",2024-06,100,LNE
Excluding IRDs,10 or more,2024-06,152,LNE
Including IRDs,"(0,1.5)",2024-07,1099,LNE
Including IRDs,"[1.5,3)",2024-07,482,LNE
Including IRDs,"[3,5)",2024-07,144,LNE
Including IRDs,"[5,10)",2024-07,111,LNE
Including IRDs,10 or more,2024-07,212,LNE
Excluding IRDs,"(0,1.5)",2024-07,1240,LNE
Excluding IRDs,"[1.5,3)",2024-07,416,LNE
Excluding IRDs,"[3,5)",2024-07,130,LNE
Excluding IRDs,"[5,10)",2024-07,110,LNE
Excluding IRDs,10 or more,2024-07,152,LNE
Including IRDs,"(0,1.5)",2024-08,1103,LNE
Including IRDs,"[1.5,3)",2024-08,473,LNE
Including IRDs,"[3,5)",2024-08,151,LNE
Including IRDs,"[5,10)",2024-08,114,LNE
Including IRDs,10 or more,2024-08,208,LNE
Excluding IRDs,"(0,1.5)",2024-08,1245,LNE
Excluding IRDs,"[1.5,3)",2024-08,413,LNE
Excluding IRDs,"[3,5)",2024-08,137,LNE
Excluding IRDs,"[5,10)",2024-08,104,LNE
Excluding IRDs,10 or more,2024-08,150,LNE
Including IRDs,"(0,1.5)",2024-09,1047,LNE
Including IRDs,"[1.5,3)",2024-09,518,LNE
Including IRDs,"[3,5)",2024-09,160,LNE
Including IRDs,"[5,10)",2024-09,118,LNE
Including IRDs,10 or more,2024-09,206,LNE
Excluding IRDs,"(0,1.5)",2024-09,1200,LNE
Excluding IRDs,"[1.5,3)",2024-09,454,LNE
Excluding IRDs,"[3,5)",2024-09,131,LNE
Excluding IRDs,"[5,10)",2024-09,110,LNE
Excluding IRDs,10 or more,2024-09,154,LNE
Including IRDs,"(0,1.5)",2024-10,1064,LNE
Including IRDs,"[1.5,3)",2024-10,471,LNE
Including IRDs,"[3,5)",2024-10,162,LNE
Including IRDs,"[5,10)",2024-10,118,LNE
Including IRDs,10 or more,2024-10,237,LNE
Excluding IRDs,"(0,1.5)",2024-10,1200,LNE
Excluding IRDs,"[1.5,3)",2024-10,432,LNE
Excluding IRDs,"[3,5)",2024-10,138,LNE
Excluding IRDs,"[5,10)",2024-10,109,LNE
Excluding IRDs,10 or more,2024-10,173,LNE
Including IRDs,"(0,1.5)",2024-11,1060,LNE
Including IRDs,"[1.5,3)",2024-11,475,LNE
Including IRDs,"[3,5)",2024-11,152,LNE
Including IRDs,"[5,10)",2024-11,123,LNE
Including IRDs,10 or more,2024-11,241,LNE
Excluding IRDs,"(0,1.5)",2024-11,1194,LNE
Excluding IRDs,"[1.5,3)",2024-11,435,LNE
Excluding IRDs,"[3,5)",2024-11,129,LNE
Excluding IRDs,"[5,10)",2024-11,124,LNE
Excluding IRDs,10 or more,2024-11,169,LNE
Including IRDs,"(0,1.5)",2024-12,1035,LNE
Including IRDs,"[1.5,3)",2024-12,502,LNE
Including IRDs,"[3,5)",2024-12,154,LNE
Including IRDs,"[5,10)",2024-12,131,LNE
Including IRDs,10 or more,2024-12,229,LNE
Excluding IRDs,"(0,1.5)",2024-12,1180,LNE
Excluding IRDs,"[1.5,3)",2024-12,447,LNE
Excluding IRDs,"[3,5)",2024-12,129,LNE
Excluding IRDs,"[5,10)",2024-12,128,LNE
Excluding IRDs,10 or more,2024-12,167,LNE
Including IRDs,"(0,1.5)",2025-01,1088,LNE
Including IRDs,"[1.5,3)",2025-01,501,LNE
Including IRDs,"[3,5)",2025-01,154,LNE
Including IRDs,"[5,10)",2025-01,118,LNE
Including IRDs,10 or more,2025-01,215,LNE
Excluding IRDs,"(0,1.5)",2025-01,1207,LNE
Excluding IRDs,"[1.5,3)",2025-01,460,LNE
Excluding IRDs,"[3,5)",2025-01,148,LNE
Excluding IRDs,"[5,10)",2025-01,109,LNE
Excluding IRDs,10 or more,2025-01,152,LNE
Including IRDs,"(0,1.5)",2025-02,1092,LNE
Including IRDs,"[1.5,3)",2025-02,490,LNE
Including IRDs,"[3,5)",2025-02,162,LNE
Including IRDs,"[5,10)",2025-02,116,LNE
Including IRDs,10 or more,2025-02,216,LNE
Excluding IRDs,"(0,1.5)",2025-02,1217,LNE
Excluding IRDs,"[1.5,3)",2025-02,457,LNE
Excluding IRDs,"[3,5)",2025-02,139,LNE
Excluding IRDs,"[5,10)",2025-02,112,LNE
Excluding IRDs,10 or more,2025-02,151,LNE
Including IRDs,"(0,1.5)",2025-03,1046,LNE
Including IRDs,"[1.5,3)",2025-03,534,LNE
Including IRDs,"[3,5)",2025-03,165,LNE
Including IRDs,"[5,10)",2025-03,115,LNE
Including IRDs,10 or more,2025-03,219,LNE
Excluding IRDs,"(0,1.5)",2025-03,1193,LNE
Excluding IRDs,"[1.5,3)",2025-03,477,LNE
Excluding IRDs,"[3,5)",2025-03,146,LNE
Excluding IRDs,"[5,10)",2025-03,111,LNE
Excluding IRDs,10 or more,2025-03,152,LNE
Including IRDs,"(0,1.5)",2013-01,1093,SNE
Including IRDs,"[1.5,3)",2013-01,661,SNE
Including IRDs,"[3,5)",2013-01,164,SNE
Including IRDs,"[5,10)",2013-01,163,SNE
Including IRDs,10 or more,2013-01,146,SNE
Excluding IRDs,"(0,1.5)",2013-01,1317,SNE
Excluding IRDs,"[1.5,3)",2013-01,592,SNE
Excluding IRDs,"[3,5)",2013-01,184,SNE
Excluding IRDs,"[5,10)",2013-01,90,SNE
Excluding IRDs,10 or more,2013-01,43,SNE
Including IRDs,"(0,1.5)",2013-02,1042,SNE
Including IRDs,"[1.5,3)",2013-02,697,SNE
Including IRDs,"[3,5)",2013-02,156,SNE
Including IRDs,"[5,10)",2013-02,164,SNE
Including IRDs,10 or more,2013-02,167,SNE
Excluding IRDs,"(0,1.5)",2013-02,1276,SNE
Excluding IRDs,"[1.5,3)",2013-02,621,SNE
Excluding IRDs,"[3,5)",2013-02,162,SNE
Excluding IRDs,"[5,10)",2013-02,104,SNE
Excluding IRDs,10 or more,2013-02,63,SNE
Including IRDs,"(0,1.5)",2013-03,983,SNE
Including IRDs,"[1.5,3)",2013-03,783,SNE
Including IRDs,"[3,5)",2013-03,164,SNE
Including IRDs,"[5,10)",2013-03,144,SNE
Including IRDs,10 or more,2013-03,163,SNE
Excluding IRDs,"(0,1.5)",2013-03,1216,SNE
Excluding IRDs,"[1.5,3)",2013-03,705,SNE
Excluding IRDs,"[3,5)",2013-03,150,SNE
Excluding IRDs,"[5,10)",2013-03,97,SNE
Excluding IRDs,10 or more,2013-03,68,SNE
Including IRDs,"(0,1.5)",2013-04,977,SNE
Including IRDs,"[1.5,3)",2013-04,836,SNE
Including IRDs,"[3,5)",2013-04,148,SNE
Including IRDs,"[5,10)",2013-04,152,SNE
Including IRDs,10 or more,2013-04,173,SNE
Excluding IRDs,"(0,1.5)",2013-04,1234,SNE
Excluding IRDs,"[1.5,3)",2013-04,728,SNE
Excluding IRDs,"[3,5)",2013-04,131,SNE
Excluding IRDs,"[5,10)",2013-04,119,SNE
Excluding IRDs,10 or more,2013-04,74,SNE
Including IRDs,"(0,1.5)",2013-05,960,SNE
Including IRDs,"[1.5,3)",2013-05,815,SNE
Including IRDs,"[3,5)",2013-05,190,SNE
Including IRDs,"[5,10)",2013-05,151,SNE
Including IRDs,10 or more,2013-05,170,SNE
Excluding IRDs,"(0,1.5)",2013-05,1239,SNE
Excluding IRDs,"[1.5,3)",2013-05,711,SNE
Excluding IRDs,"[3,5)",2013-05,152,SNE
Excluding IRDs,"[5,10)",2013-05,110,SNE
Excluding IRDs,10 or more,2013-05,74,SNE
Including IRDs,"(0,1.5)",2013-06,1043,SNE
Including IRDs,"[1.5,3)",2013-06,748,SNE
Including IRDs,"[3,5)",2013-06,225,SNE
Including IRDs,"[5,10)",2013-06,130,SNE
Including IRDs,10 or more,2013-06,142,SNE
Excluding IRDs,"(0,1.5)",2013-06,1224,SNE
Excluding IRDs,"[1.5,3)",2013-06,779,SNE
Excluding IRDs,"[3,5)",2013-06,125,SNE
Excluding IRDs,"[5,10)",2013-06,89,SNE
Excluding IRDs,10 or more,2013-06,71,SNE
Including IRDs,"(0,1.5)",2013-07,1141,SNE
Including IRDs,"[1.5,3)",2013-07,694,SNE
Including IRDs,"[3,5)",2013-07,255,SNE
Including IRDs,"[5,10)",2013-07,141,SNE
Including IRDs,10 or more,2013-07,159,SNE
Excluding IRDs,"(0,1.5)",2013-07,1321,SNE
Excluding IRDs,"[1.5,3)",2013-07,738,SNE
Excluding IRDs,"[3,5)",2013-07,180,SNE
Excluding IRDs,"[5,10)",2013-07,78,SNE
Excluding IRDs,10 or more,2013-07,72,SNE
Including IRDs,"(0,1.5)",2013-08,1118,SNE
Including IRDs,"[1.5,3)",2013-08,701,SNE
Including IRDs,"[3,5)",2013-08,264,SNE
Including IRDs,"[5,10)",2013-08,154,SNE
Including IRDs,10 or more,2013-08,153,SNE
Excluding IRDs,"(0,1.5)",2013-08,1322,SNE
Excluding IRDs,"[1.5,3)",2013-08,790,SNE
Excluding IRDs,"[3,5)",2013-08,135,SNE
Excluding IRDs,"[5,10)",2013-08,86,SNE
Excluding IRDs,10 or more,2013-08,57,SNE
Including IRDs,"(0,1.5)",2013-09,1103,SNE
Including IRDs,"[1.5,3)",2013-09,735,SNE
Including IRDs,"[3,5)",2013-09,257,SNE
Including IRDs,"[5,10)",2013-09,127,SNE
Including IRDs,10 or more,2013-09,169,SNE
Excluding IRDs,"(0,1.5)",2013-09,1243,SNE
Excluding IRDs,"[1.5,3)",2013-09,834,SNE
Excluding IRDs,"[3,5)",2013-09,151,SNE
Excluding IRDs,"[5,10)",2013-09,102,SNE
Excluding IRDs,10 or more,2013-09,60,SNE
Including IRDs,"(0,1.5)",2013-10,1226,SNE
Including IRDs,"[1.5,3)",2013-10,749,SNE
Including IRDs,"[3,5)",2013-10,243,SNE
Including IRDs,"[5,10)",2013-10,138,SNE
Including IRDs,10 or more,2013-10,205,SNE
Excluding IRDs,"(0,1.5)",2013-10,1395,SNE
Excluding IRDs,"[1.5,3)",2013-10,819,SNE
Excluding IRDs,"[3,5)",2013-10,158,SNE
Excluding IRDs,"[5,10)",2013-10,109,SNE
Excluding IRDs,10 or more,2013-10,79,SNE
Including IRDs,"(0,1.5)",2013-11,1141,SNE
Including IRDs,"[1.5,3)",2013-11,802,SNE
Including IRDs,"[3,5)",2013-11,269,SNE
Including IRDs,"[5,10)",2013-11,174,SNE
Including IRDs,10 or more,2013-11,201,SNE
Excluding IRDs,"(0,1.5)",2013-11,1342,SNE
Excluding IRDs,"[1.5,3)",2013-11,848,SNE
Excluding IRDs,"[3,5)",2013-11,206,SNE
Excluding IRDs,"[5,10)",2013-11,115,SNE
Excluding IRDs,10 or more,2013-11,74,SNE
Including IRDs,"(0,1.5)",2013-12,1134,SNE
Including IRDs,"[1.5,3)",2013-12,874,SNE
Including IRDs,"[3,5)",2013-12,233,SNE
Including IRDs,"[5,10)",2013-12,155,SNE
Including IRDs,10 or more,2013-12,191,SNE
Excluding IRDs,"(0,1.5)",2013-12,1302,SNE
Excluding IRDs,"[1.5,3)",2013-12,898,SNE
Excluding IRDs,"[3,5)",2013-12,211,SNE
Excluding IRDs,"[5,10)",2013-12,110,SNE
Excluding IRDs,10 or more,2013-12,66,SNE
Including IRDs,"(0,1.5)",2014-01,1262,SNE
Including IRDs,"[1.5,3)",2014-01,809,SNE
Including IRDs,"[3,5)",2014-01,300,SNE
Including IRDs,"[5,10)",2014-01,139,SNE
Including IRDs,10 or more,2014-01,177,SNE
Excluding IRDs,"(0,1.5)",2014-01,1454,SNE
Excluding IRDs,"[1.5,3)",2014-01,842,SNE
Excluding IRDs,"[3,5)",2014-01,212,SNE
Excluding IRDs,"[5,10)",2014-01,120,SNE
Excluding IRDs,10 or more,2014-01,60,SNE
Including IRDs,"(0,1.5)",2014-02,1187,SNE
Including IRDs,"[1.5,3)",2014-02,843,SNE
Including IRDs,"[3,5)",2014-02,300,SNE
Including IRDs,"[5,10)",2014-02,158,SNE
Including IRDs,10 or more,2014-02,175,SNE
Excluding IRDs,"(0,1.5)",2014-02,1391,SNE
Excluding IRDs,"[1.5,3)",2014-02,859,SNE
Excluding IRDs,"[3,5)",2014-02,237,SNE
Excluding IRDs,"[5,10)",2014-02,116,SNE
Excluding IRDs,10 or more,2014-02,60,SNE
Including IRDs,"(0,1.5)",2014-03,1181,SNE
Including IRDs,"[1.5,3)",2014-03,862,SNE
Including IRDs,"[3,5)",2014-03,270,SNE
Including IRDs,"[5,10)",2014-03,183,SNE
Including IRDs,10 or more,2014-03,169,SNE
Excluding IRDs,"(0,1.5)",2014-03,1388,SNE
Excluding IRDs,"[1.5,3)",2014-03,858,SNE
Excluding IRDs,"[3,5)",2014-03,232,SNE
Excluding IRDs,"[5,10)",2014-03,128,SNE
Excluding IRDs,10 or more,2014-03,58,SNE
Including IRDs,"(0,1.5)",2014-04,1366,SNE
Including IRDs,"[1.5,3)",2014-04,815,SNE
Including IRDs,"[3,5)",2014-04,278,SNE
Including IRDs,"[5,10)",2014-04,180,SNE
Including IRDs,10 or more,2014-04,178,SNE
Excluding IRDs,"(0,1.5)",2014-04,1543,SNE
Excluding IRDs,"[1.5,3)",2014-04,893,SNE
Excluding IRDs,"[3,5)",2014-04,189,SNE
Excluding IRDs,"[5,10)",2014-04,138,SNE
Excluding IRDs,10 or more,2014-04,55,SNE
Including IRDs,"(0,1.5)",2014-05,1343,SNE
Including IRDs,"[1.5,3)",2014-05,827,SNE
Including IRDs,"[3,5)",2014-05,248,SNE
Including IRDs,"[5,10)",2014-05,224,SNE
Including IRDs,10 or more,2014-05,176,SNE
Excluding IRDs,"(0,1.5)",2014-05,1543,SNE
Excluding IRDs,"[1.5,3)",2014-05,834,SNE
Excluding IRDs,"[3,5)",2014-05,243,SNE
Excluding IRDs,"[5,10)",2014-05,147,SNE
Excluding IRDs,10 or more,2014-05,51,SNE
Including IRDs,"(0,1.5)",2014-06,1246,SNE
Including IRDs,"[1.5,3)",2014-06,979,SNE
Including IRDs,"[3,5)",2014-06,196,SNE
Including IRDs,"[5,10)",2014-06,212,SNE
Including IRDs,10 or more,2014-06,185,SNE
Excluding IRDs,"(0,1.5)",2014-06,1456,SNE
Excluding IRDs,"[1.5,3)",2014-06,930,SNE
Excluding IRDs,"[3,5)",2014-06,237,SNE
Excluding IRDs,"[5,10)",2014-06,143,SNE
Excluding IRDs,10 or more,2014-06,52,SNE
Including IRDs,"(0,1.5)",2014-07,1327,SNE
Including IRDs,"[1.5,3)",2014-07,902,SNE
Including IRDs,"[3,5)",2014-07,248,SNE
Including IRDs,"[5,10)",2014-07,190,SNE
Including IRDs,10 or more,2014-07,193,SNE
Excluding IRDs,"(0,1.5)",2014-07,1562,SNE
Excluding IRDs,"[1.5,3)",2014-07,845,SNE
Excluding IRDs,"[3,5)",2014-07,234,SNE
Excluding IRDs,"[5,10)",2014-07,154,SNE
Excluding IRDs,10 or more,2014-07,65,SNE
Including IRDs,"(0,1.5)",2014-08,1236,SNE
Including IRDs,"[1.5,3)",2014-08,952,SNE
Including IRDs,"[3,5)",2014-08,284,SNE
Including IRDs,"[5,10)",2014-08,197,SNE
Including IRDs,10 or more,2014-08,191,SNE
Excluding IRDs,"(0,1.5)",2014-08,1472,SNE
Excluding IRDs,"[1.5,3)",2014-08,942,SNE
Excluding IRDs,"[3,5)",2014-08,234,SNE
Excluding IRDs,"[5,10)",2014-08,150,SNE
Excluding IRDs,10 or more,2014-08,62,SNE
Including IRDs,"(0,1.5)",2014-09,1252,SNE
Including IRDs,"[1.5,3)",2014-09,991,SNE
Including IRDs,"[3,5)",2014-09,219,SNE
Including IRDs,"[5,10)",2014-09,209,SNE
Including IRDs,10 or more,2014-09,189,SNE
Excluding IRDs,"(0,1.5)",2014-09,1501,SNE
Excluding IRDs,"[1.5,3)",2014-09,923,SNE
Excluding IRDs,"[3,5)",2014-09,213,SNE
Excluding IRDs,"[5,10)",2014-09,168,SNE
Excluding IRDs,10 or more,2014-09,55,SNE
Including IRDs,"(0,1.5)",2014-10,1296,SNE
Including IRDs,"[1.5,3)",2014-10,957,SNE
Including IRDs,"[3,5)",2014-10,260,SNE
Including IRDs,"[5,10)",2014-10,177,SNE
Including IRDs,10 or more,2014-10,186,SNE
Excluding IRDs,"(0,1.5)",2014-10,1572,SNE
Excluding IRDs,"[1.5,3)",2014-10,871,SNE
Excluding IRDs,"[3,5)",2014-10,244,SNE
Excluding IRDs,"[5,10)",2014-10,125,SNE
Excluding IRDs,10 or more,2014-10,63,SNE
Including IRDs,"(0,1.5)",2014-11,1252,SNE
Including IRDs,"[1.5,3)",2014-11,954,SNE
Including IRDs,"[3,5)",2014-11,286,SNE
Including IRDs,"[5,10)",2014-11,193,SNE
Including IRDs,10 or more,2014-11,190,SNE
Excluding IRDs,"(0,1.5)",2014-11,1609,SNE
Excluding IRDs,"[1.5,3)",2014-11,847,SNE
Excluding IRDs,"[3,5)",2014-11,189,SNE
Excluding IRDs,"[5,10)",2014-11,168,SNE
Excluding IRDs,10 or more,2014-11,62,SNE
Including IRDs,"(0,1.5)",2014-12,1295,SNE
Including IRDs,"[1.5,3)",2014-12,991,SNE
Including IRDs,"[3,5)",2014-12,237,SNE
Including IRDs,"[5,10)",2014-12,164,SNE
Including IRDs,10 or more,2014-12,187,SNE
Excluding IRDs,"(0,1.5)",2014-12,1602,SNE
Excluding IRDs,"[1.5,3)",2014-12,875,SNE
Excluding IRDs,"[3,5)",2014-12,196,SNE
Excluding IRDs,"[5,10)",2014-12,138,SNE
Excluding IRDs,10 or more,2014-12,63,SNE
Including IRDs,"(0,1.5)",2015-01,1525,SNE
Including IRDs,"[1.5,3)",2015-01,955,SNE
Including IRDs,"[3,5)",2015-01,233,SNE
Including IRDs,"[5,10)",2015-01,184,SNE
Including IRDs,10 or more,2015-01,182,SNE
Excluding IRDs,"(0,1.5)",2015-01,1919,SNE
Excluding IRDs,"[1.5,3)",2015-01,734,SNE
Excluding IRDs,"[3,5)",2015-01,230,SNE
Excluding IRDs,"[5,10)",2015-01,136,SNE
Excluding IRDs,10 or more,2015-01,60,SNE
Including IRDs,"(0,1.5)",2015-02,1453,SNE
Including IRDs,"[1.5,3)",2015-02,959,SNE
Including IRDs,"[3,5)",2015-02,308,SNE
Including IRDs,"[5,10)",2015-02,161,SNE
Including IRDs,10 or more,2015-02,199,SNE
Excluding IRDs,"(0,1.5)",2015-02,1825,SNE
Excluding IRDs,"[1.5,3)",2015-02,813,SNE
Excluding IRDs,"[3,5)",2015-02,223,SNE
Excluding IRDs,"[5,10)",2015-02,162,SNE
Excluding IRDs,10 or more,2015-02,57,SNE
Including IRDs,"(0,1.5)",2015-03,1468,SNE
Including IRDs,"[1.5,3)",2015-03,971,SNE
Including IRDs,"[3,5)",2015-03,290,SNE
Including IRDs,"[5,10)",2015-03,168,SNE
Including IRDs,10 or more,2015-03,183,SNE
Excluding IRDs,"(0,1.5)",2015-03,1758,SNE
Excluding IRDs,"[1.5,3)",2015-03,898,SNE
Excluding IRDs,"[3,5)",2015-03,194,SNE
Excluding IRDs,"[5,10)",2015-03,179,SNE
Excluding IRDs,10 or more,2015-03,52,SNE
Including IRDs,"(0,1.5)",2015-04,1426,SNE
Including IRDs,"[1.5,3)",2015-04,1048,SNE
Including IRDs,"[3,5)",2015-04,297,SNE
Including IRDs,"[5,10)",2015-04,153,SNE
Including IRDs,10 or more,2015-04,176,SNE
Excluding IRDs,"(0,1.5)",2015-04,1737,SNE
Excluding IRDs,"[1.5,3)",2015-04,942,SNE
Excluding IRDs,"[3,5)",2015-04,218,SNE
Excluding IRDs,"[5,10)",2015-04,140,SNE
Excluding IRDs,10 or more,2015-04,62,SNE
Including IRDs,"(0,1.5)",2015-05,1321,SNE
Including IRDs,"[1.5,3)",2015-05,1143,SNE
Including IRDs,"[3,5)",2015-05,290,SNE
Including IRDs,"[5,10)",2015-05,174,SNE
Including IRDs,10 or more,2015-05,172,SNE
Excluding IRDs,"(0,1.5)",2015-05,1713,SNE
Excluding IRDs,"[1.5,3)",2015-05,955,SNE
Excluding IRDs,"[3,5)",2015-05,216,SNE
Excluding IRDs,"[5,10)",2015-05,158,SNE
Excluding IRDs,10 or more,2015-05,58,SNE
Including IRDs,"(0,1.5)",2015-06,1400,SNE
Including IRDs,"[1.5,3)",2015-06,1100,SNE
Including IRDs,"[3,5)",2015-06,295,SNE
Including IRDs,"[5,10)",2015-06,140,SNE
Including IRDs,10 or more,2015-06,165,SNE
Excluding IRDs,"(0,1.5)",2015-06,1745,SNE
Excluding IRDs,"[1.5,3)",2015-06,958,SNE
Excluding IRDs,"[3,5)",2015-06,211,SNE
Excluding IRDs,"[5,10)",2015-06,122,SNE
Excluding IRDs,10 or more,2015-06,64,SNE
Including IRDs,"(0,1.5)",2015-07,1206,SNE
Including IRDs,"[1.5,3)",2015-07,1093,SNE
Including IRDs,"[3,5)",2015-07,346,SNE
Including IRDs,"[5,10)",2015-07,139,SNE
Including IRDs,10 or more,2015-07,203,SNE
Excluding IRDs,"(0,1.5)",2015-07,1587,SNE
Excluding IRDs,"[1.5,3)",2015-07,969,SNE
Excluding IRDs,"[3,5)",2015-07,226,SNE
Excluding IRDs,"[5,10)",2015-07,127,SNE
Excluding IRDs,10 or more,2015-07,78,SNE
Including IRDs,"(0,1.5)",2015-08,1309,SNE
Including IRDs,"[1.5,3)",2015-08,998,SNE
Including IRDs,"[3,5)",2015-08,349,SNE
Including IRDs,"[5,10)",2015-08,127,SNE
Including IRDs,10 or more,2015-08,203,SNE
Excluding IRDs,"(0,1.5)",2015-08,1613,SNE
Excluding IRDs,"[1.5,3)",2015-08,980,SNE
Excluding IRDs,"[3,5)",2015-08,202,SNE
Excluding IRDs,"[5,10)",2015-08,113,SNE
Excluding IRDs,10 or more,2015-08,79,SNE
Including IRDs,"(0,1.5)",2015-09,1358,SNE
Including IRDs,"[1.5,3)",2015-09,1015,SNE
Including IRDs,"[3,5)",2015-09,286,SNE
Including IRDs,"[5,10)",2015-09,132,SNE
Including IRDs,10 or more,2015-09,195,SNE
Excluding IRDs,"(0,1.5)",2015-09,1712,SNE
Excluding IRDs,"[1.5,3)",2015-09,882,SNE
Excluding IRDs,"[3,5)",2015-09,197,SNE
Excluding IRDs,"[5,10)",2015-09,115,SNE
