fcm_name,registered_as,dsro,as_of_date,adj_net_capital,net_capital_requirement,excess_net_capital,customer_assets_seg,customer_seg_required,excess_funds_seg,target_residual_seg,funds_section_30_7,customer_pt30_required,excess_funds_30_7,target_residual_30_7,cleared_swap_seg,cleared_swap_required,excess_cleared_swap,target_residual_swap,retail_forex_obligation
HSBC SECURITIES USA INC,FCM BD,CME,2024-04-30,1177220983,452273649,724947334,3975449091,3829454363,145994728,117000000,197868103,164723843,33144260,15000000,1837926179,1735137587,102788592,88000000,0
IG US LLC,RFED,NFA,2024-04-30,58275419,22573316,35702103,0,0,0,0,0,0,0,0,0,0,0,0,61466312
INTERACTIVE BROKERS LLC,FCM BD,CME,2024-04-30,7913713778,962474344,6951239434,7987383775,7781497706,205886069,155000000,828509017,706445780,122063237,80000000,0,0,0,0,35845425
IRONBEAM INC,FCM,CME,2024-04-30,14153948,3802858,10351090,174038203,160673798,13364405,1600000,993529,759317,234212,60000,0,0,0,0,0
JEFFERIES LLC,FCM BD,NFA,2024-04-30,1128004627,114151683,1013852944,0,0,0,0,0,0,0,0,0,0,0,0,0
JP MORGAN SECURITIES LLC,FCM BD SD,CEI/NFA,2024-04-30,24836514608,5581777004,19254737604,40732557120,39640899593,1091657527,753177092,7321407319,6974005425,347401894,188298147,23189821414,22185031951,1004789463,687735990,0
LIME TRADING CORP,FCM BD,NFA,2024-04-30,11266789,1165967,10100822,46094,0,46094,20000,40010,0,40010,20000,0,0,0,0,0
MACQUARIE FUTURES USA LLC,FCM,CBOT,2024-04-30,541645780,364668272,176977508,3859283998,3707255937,152028061,100000000,376205709,333087425,43118284,7000000,5179639,0,5179639,1000000,0
MAREX CAPITAL MARKETS INC,FCM BD SD,CME/NFA,2024-04-30,587267340,309253077,278014263,7361156670,7205787432,155369238,90000000,211484031,179578395,31905636,12000000,0,0,0,0,0
MCVEAN TRADING & INVESTMENTS LLC,FCM,NFA,2024-04-30,13123761,1277334,11846427,420396342,396824245,23572097,18000000,2779116,0,2779116,1000000,0,0,0,0,0
MFI FUNDING LLC,FCM,NFA,2024-04-30,111335427,1000000,110335427,0,0,0,0,0,0,0,0,0,0,0,0,0
MID CO COMMODITIES INC,FCM,NFA,2024-04-30,16749440,2618611,14130829,34482127,17803012,16679115,5138000,0,0,0,0,0,0,0,0,0
MINT BROKERS,FCM BD,NFA,2024-04-30,2259427,1000000,1259427,0,0,0,0,0,0,0,0,0,0,0,0,0
MIZUHO SECURITIES USA LLC,FCM BD,CME,2024-04-30,1599567034,516197480,1083369554,10090146030,9689117577,401028453,150000000,1717049480,1542406717,174642763,70000000,21806807,0,21806807,10000000,0
MORGAN STANLEY & CO LLC,FCM BD SD,CME/NFA,2024-04-30,18946316501,4539293451,14407023050,26929155753,26295041383,634114370,235000000,9777742145,9543603064,234139081,140000000,28420639768,28107985929,312653839,92000000,0
NANHUA USA LLC,FCM,CME,2024-04-30,39051024,22322254,16728770,461900021,431085437,30814584,3500000,357395,1092,356303,100000,0,0,0,0,0
NATWEST MARKETS SECURITIES INC,FCM BD,CBOT,2024-04-30,603660481,1826670,601833811,7505694,0,7505694,5000000,0,0,0,0,0,0,0,0,0
NINJATRADER CLEARING LLC,FCM,NFA,2024-04-30,17878753,1000000,16878753,261413615,236846614,24567001,4000000,2896200,1498347,1397853,400000,0,0,0,0,0
NOMURA SECURITIES INTERNATIONAL INC,FCM BD,CBOT,2024-04-30,2083962302,193546474,1890415828,101350313,57218614,44131699,15000000,1250000,0,1250000,1000000,0,0,0,0,0
OANDA CORPORATION,FCMRFD,NFA,2024-04-30,43365105,28851667,14513438,0,0,0,0,0,0,0,0,0,0,0,0,182355539
PHILLIP CAPITAL INC,FCM BD,CME,2024-04-30,106243366,41352935,64890431,828247180,779997913,48249267,15500000,27605850,23376989,4228861,1000000,0,0,0,0,0
PICTET OVERSEAS INC,FCM BD,NFA,2024-04-30,38522519,7034644,31487875,104668019,98560365,6107654,1500000,26165594,22326339,3839255,900000,0,0,0,0,0
"PLUS500US FINANCIAL SERVICES, LLC",FCM,CBOT,2024-04-30,115987314,9113411,106873903,373607989,280177993,93429996,4900000,1472840,744252,728588,100000,0,0,0,0,0
RBC CAPITAL MARKETS LLC,FCM BD,CME,2024-04-30,2045728690,496416148,1549312542,4118091286,3691471737,426619549,260000000,411786250,327598507,84187743,20000000,2182787934,1774104616,408683318,120000000,0
RJ OBRIEN ASSOCIATES LLC,FCM SD,CME/NFA,2024-04-30,321058297,225442656,95615641,5692567886,5473703269,218864617,50000000,274152813,243176117,30976696,20000000,0,0,0,0,0
ROBINHOOD DERIVATIVES LLC,FCM,NFA,2024-04-30,50004767,1000000,49004767,50102,0,50102,1,51,0,51,1,0,0,0,0,0
SANTANDER US CAPITAL MARKETS LLC,FCM BD,NYME,2024-04-30,509923013,148916489,361006524,2043742882,1965700806,78042076,70000000,0,0,0,0,0,0,0,0,0
SCOTIA CAPITAL USA INC,FCM BD,CME,2024-04-30,1235743769,114004139,1121739630,0,0,0,0,0,0,0,0,0,0,0,0,0
SG AMERICAS SECURITIES LLC,FCM BD,CME,2024-04-30,5455499218,1940573644,3514925574,19156743317,18658061791,498681526,200000000,8073688142,7676838656,396849486,200000000,2048696701,1832603552,216093149,80000000,0
STONEX FINANCIAL INC,FCM BD,CME,2024-04-30,379912874,246946115,132966759,6141463740,6068108484,73355256,40000000,278196777,265577590,12619187,6000000,0,0,0,0,0
STRAITS FINANCIAL LLC,FCM,CME,2024-04-30,37642445,13178123,24464322,585934833,570555626,15379207,2000000,52118725,40799602,11319123,300000,0,0,0,0,0
TRADESTATION SECURITIES INC,FCM BD,CME,2024-04-30,209897141,13668233,196228908,980413381,912155536,68257845,9000000,16374159,12358078,4016081,800000,0,0,0,0,0
TRADING.COM MARKETS INC,RFED,NFA,2024-04-30,24380426,20000000,4380426,0,0,0,0,0,0,0,0,0,0,0,0,1993792
UBS FINANCIAL SERVICES INC,FCM BD,NFA,2024-04-30,876813705,133728509,743085196,205122715,128340629,76782086,35000000,37863601,4466353,33397248,15000000,0,0,0,0,0
UBS SECURITIES LLC,FCM BD,CBOT,2024-04-30,4181811869,918990596,3262821273,6645861822,6343455152,302406670,150000000,1849693995,1723949410,125744585,75000000,1306046352,1077320322,228726030,125000000,0
WEBULL FINANCIAL LLC,FCM BD,NFA,2024-04-30,140478842,3583401,136895441,8532619,5816049,2716570,150000,0,0,0,0,0,0,0,0,0
WEDBUSH SECURITIES INC,FCM BD SD,CBOT/NFA,2024-04-30,260335132,86331809,174003323,3523670846,3489225631,34445215,25000000,23328951,19003601,4325350,1000000,0,0,0,0,0
WELLS FARGO SECURITIES LLC,FCM BD,CME,2024-04-30,10007903627,1599607204,8408296423,5994146934,5359573526,634573408,180000000,357294194,255935051,101359143,30000000,16053717792,15289193503,764524289,400000000,0
ABN AMRO CLEARING USA LLC,FCM BD,CBOT,2024-05-31,675894640,244088162,431806478,4308561728,3709130690,599431038,350000000,265879277,229716520,36162757,15000000,0,0,0,0,0
ADM INVESTOR SERVICES INC,FCM,CBOT,2024-05-31,456859867,310175446,146684421,7226267728,6981132623,245135105,120000000,380717997,333977712,46740285,20000000,10631118,0,10631118,8000000,0
ADVANTAGE FUTURES LLC,FCM,CME,2024-05-31,36018866,16396730,19622136,625905532,607856785,18048747,8500000,96982405,92282839,4699566,1000000,0,0,0,0,0
AMP GLOBAL CLEARING LLC,FCM,NFA,2024-05-31,13971187,1000000,12971187,80895684,66697411,14198273,900000,1841574,1481387,360187,150000,0,0,0,0,0
APEX CLEARING CORPORATION,FCM BD,NFA,2024-05-31,436188569,31923832,404264737,292679156,268314413,24364743,10000000,0,0,0,0,0,0,0,0,0
BARCLAYS CAPITAL INC,FCM BD,NYME,2024-05-31,7220273850,2755163781,4465110069,17593961320,17228216588,365744732,187000000,5175978377,4950776830,225201547,81000000,16011935056,15516168020,495767036,45000000,0
BITNOMIAL CLEARING LLC,FCM,NFA,2024-05-31,1555539,1000000,555539,656692,142887,513805,100000,0,0,0,0,0,0,0,0,0
BNP PARIBAS SECURITIES CORP,FCM BD,CBOT,2024-05-31,2450197312,900320846,1549876466,7289308287,6592647588,696660699,570000000,855022990,711120522,143902468,98000000,2767396317,2599552971,167843346,130000000,0
BOFA SECURITIES INC,FCM BD,CBOT,2024-05-31,18948695938,4209930182,14738765756,29498119497,28152800891,1345318606,200000000,5070937868,4819023930,251913938,150000000,16495652052,16114666466,380985586,150000000,0
CANTOR FITZGERALD & CO,FCM BD,CBOT,2024-05-31,408735369,1500000,407235369,5295510,0,5295510,3000000,0,0,0,0,0,0,0,0,0
CHARLES SCHWAB FUTURES AND FOREX LLC,FCM,NFA,2024-05-31,251626163,43879943,207746220,828366287,669798703,158567584,100000000,0,0,0,0,0,0,0,0,62418938
CHS HEDGING LLC,FCM,CBOT,2024-05-31,76781047,11492453,65288594,136815944,73314141,63501803,24300000,1592423,0,1592423,200000,531795,0,531795,120000,0
CITIGROUP GLOBAL MARKETS INC,FCM BD SD,CBOT/NFA,2024-05-31,18251509082,4443255521,13808253561,16444254302,15964596914,479657388,348600000,4649490497,4323137759,326352738,169400000,29933685296,29303128914,630556382,439600000,0
CLEAR STREET LLC,FCM BD,CME,2024-05-31,510233281,43998953,466234328,29351102,24325024,5026078,3500000,0,0,0,0,0,0,0,0,0
COINBASE FINANCIAL MARKETS INC,FCM,NFA,2024-05-31,18891089,1000000,17891089,26894227,18498910,8395317,5000000,0,0,0,0,0,0,0,0,0
CREDIT SUISSE SECURITIES (USA) LLC,FCM BD,CBOT,2024-05-31,3573323933,43288152,3530035781,2447197,0,2447197,1,2278463,0,2278463,1,1132259,0,1132259,1,0
DAIWA CAPITAL MARKETS AMERICA INC,FCM BD,CME,2024-05-31,1311552516,1639500,1309913016,3528010,0,3528010,1,445483,0,445483,1,0,0,0,0,0
DEUTSCHE BANK SECURITIES INC,FCM BD,CBOT,2024-05-31,4311414365,219624624,4091789741,2430270833,2278156532,152114301,100000000,784979570,680588151,104391419,50000000,0,0,0,0,0
DIRECT ACCESS USA LLC,FCM,CME,2024-05-31,18535269,6580916,11954353,246978044,234908872,12069172,2500000,2711049,924828,1786221,1000000,0,0,0,0,0
DORMAN TRADING LLC,FCM,CME,2024-05-31,17741446,5244064,12497382,308466356,302939186,5527170,2000000,2837461,1671230,1166231,200000,0,0,0,0,0
ETRADE FUTURES LLC,FCM,NFA,2024-05-31,62887720,5499819,57387901,143165358,86866168,56299190,11000000,0,0,0,0,0,0,0,0,0
FUTU FUTURES INC,FCM,NFA,2024-05-31,1981153,1000000,981153,0,0,0,0,0,0,0,0,0,0,0,0,0
GAIN CAPITAL GROUP LLC,FCM RFED,NFA,2024-05-31,53017479,29897993,23119486,0,0,0,0,0,0,0,0,0,0,0,0,207959854
GH FINANCIALS LLC,FCM,CME,2024-05-31,30627118,13600007,17027111,182014458,165227521,16786937,6100000,9032677,6715601,2317076,350000,0,0,0,0,0
GOLDMAN SACHS & CO LLC,FCM BD SD,CBOT/NFA,2024-05-31,21150500409,5218562768,15931937641,36888902560,35739460866,1149441694,775000000,10780106373,10182399553,597706820,475000000,20804788522,20001261446,803527076,350000000,0
HIDDEN ROAD PARTNERS CIV US LLC,FCM,CME,2024-05-31,31313070,1000000,30313070,12713341,4419750,8293591,3860807,0,0,0,0,0,0,0,0,0
HSBC SECURITIES USA INC,FCM BD,CME,2024-05-31,1060308062,455467867,604840195,4447495837,4298508230,148987607,117000000,279975681,246870803,33104878,15000000,1635929723,1532808352,103121371,84000000,0
INTERACTIVE BROKERS LLC,FCM BD,CME,2024-05-31,8277450527,1035382158,7242068369,8262704346,8058374350,204329996,155000000,817704852,690759318,126945534,80000000,0,0,0,0,27419082
IRONBEAM INC,FCM,CME,2024-05-31,14877546,2094038,12783508,119185263,105047433,14137830,1600000,990527,762234,228293,60000,0,0,0,0,0
JEFFERIES LLC,FCM BD,NFA,2024-05-31,1454634997,125108617,1329526380,0,0,0,0,0,0,0,0,0,0,0,0,0
JP MORGAN SECURITIES LLC,FCM BD SD,CEI/NFA,2024-05-31,25399404444,5676318927,19723085517,44651744340,43593617476,1058126864,828278732,7658708065,7267499970,391208095,196222499,23623327220,22564797649,1058529571,699508727,0
LIME TRADING CORP,FCM BD,NFA,2024-05-31,11736646,1000000,10736646,46094,0,46094,20000,40010,0,40010,20000,0,0,0,0,0
MACQUARIE FUTURES USA LLC,FCM,CBOT,2024-05-31,546007701,353123496,192884205,3981890643,3818538172,163352471,100000000,349962281,306295879,43666402,7000000,5180377,0,5180377,1000000,0
MAREX CAPITAL MARKETS INC,FCM BD SD,CME/NFA,2024-05-31,610965619,352294092,258671527,7266631912,7111285727,155346185,90000000,228148902,197411706,30737196,12000000,0,0,0,0,0
MCVEAN TRADING & INVESTMENTS LLC,FCM,NFA,2024-05-31,12469315,1694044,10775271,406755500,383539629,23215871,18000000,2790513,0,2790513,1000000,0,0,0,0,0
MFI FUNDING LLC,FCM,NFA,2024-05-31,111896769,1000000,110896769,0,0,0,0,0,0,0,0,0,0,0,0,0
MID CO COMMODITIES INC,FCM,NFA,2024-05-31,16780208,3372614,13407594,39128324,22577218,16551106,5138000,0,0,0,0,0,0,0,0,0
MINT BROKERS,FCM BD,NFA,2024-05-31,2259696,1000000,1259696,0,0,0,0,0,0,0,0,0,0,0,0,0
MIZUHO SECURITIES USA LLC,FCM BD,CME,2024-05-31,1277898609,519883689,758014920,9959229462,9562456224,396773238,150000000,1699620875,1524891462,174729413,70000000,21882653,0,21882653,10000000,0
MORGAN STANLEY & CO LLC,FCM BD SD,CME/NFA,2024-05-31,19235673010,4578770154,14656902856,28535500615,27985118676,550381939,235000000,9648266806,9446587999,201678807,140000000,27108887086,26691305604,417581482,92000000,0
NANHUA USA LLC,FCM,CME,2024-05-31,50163884,23069758,27094126,461431435,421618130,39813305,3500000,357395,1092,356303,100000,0,0,0,0,0
NATWEST MARKETS SECURITIES INC,FCM BD,CBOT,2024-05-31,554350291,1457874,552892417,7506158,0,7506158,5000000,0,0,0,0,0,0,0,0,0
NINJATRADER CLEARING LLC,FCM,NFA,2024-05-31,19570239,1000000,18570239,265039052,239914891,25124161,4000000,2931980,1359041,1572939,400000,0,0,0,0,0
NOMURA SECURITIES INTERNATIONAL INC,FCM BD,CBOT,2024-05-31,1772425054,194501078,1577923976,131955118,87269077,44686041,15000000,1250000,0,1250000,1000000,0,0,0,0,0
OANDA CORPORATION,FCMRFD,NFA,2024-05-31,43831733,29084026,14747707,0,0,0,0,0,0,0,0,0,0,0,0,186800678
PHILLIP CAPITAL INC,FCM BD,CME,2024-05-31,107330875,44004983,63325892,871758183,828884205,42873978,15500000,28845607,24591100,4254507,1000000,0,0,0,0,0
PICTET OVERSEAS INC,FCM BD,NFA,2024-05-31,38762410,7566048,31196362,120813256,114631836,6181420,1500000,22586416,18701186,3885230,900000,0,0,0,0,0
"PLUS500US FINANCIAL SERVICES, LLC",FCM,CBOT,2024-05-31,117243054,10959255,106283799,425130770,329086218,96044552,4900000,1625236,783684,841552,100000,0,0,0,0,0
RBC CAPITAL MARKETS LLC,FCM BD,CME,2024-05-31,1748466599,505273938,1243192661,4059827985,3620439225,439388760,260000000,407147118,322389020,84758098,20000000,2050932902,1685494624,365438278,140000000,0
RJ OBRIEN ASSOCIATES LLC,FCM SD,CME/NFA,2024-05-31,326310155,236979030,89331125,5755266342,5526186914,229079428,50000000,278826285,247179723,31646562,20000000,0,0,0,0,0
ROBINHOOD DERIVATIVES LLC,FCM,NFA,2024-05-31,42434238,1000000,41434238,50155,0,50155,1,51,0,51,1,0,0,0,0,0
SANTANDER US CAPITAL MARKETS LLC,FCM BD,NYME,2024-05-31,509035201,145086376,363948825,2172787767,2094716805,78070962,70000000,0,0,0,0,0,0,0,0,0
SCOTIA CAPITAL USA INC,FCM BD,CME,2024-05-31,1267862002,111811308,1156050694,0,0,0,0,0,0,0,0,0,0,0,0,0
SG AMERICAS SECURITIES LLC,FCM BD,CME,2024-05-31,5296860658,1943044971,3353815687,20091761171,19589750960,502010211,200000000,7873039925,7465967196,407072729,200000000,1859501453,1639074748,220426705,80000000,0
STONEX FINANCIAL INC,FCM BD,CME,2024-05-31,400271665,252001517,148270148,6197977583,6131385589,66591994,40000000,267732530,254685116,13047414,6000000,0,0,0,0,0
STRAITS FINANCIAL LLC,FCM,CME,2024-05-31,38080686,11638751,26441935,583579620,568690468,14889152,2000000,42082216,28729625,13352591,300000,0,0,0,0,0
TASTYFX LLC,RFED,NFA,2024-05-31,57119307,22546887,34572420,0,0,0,0,0,0,0,0,0,0,0,0,60937730
TRADESTATION SECURITIES INC,FCM BD,CME,2024-05-31,204297110,9551323,194745787,891656766,837048888,54607878,9000000,16239300,12159919,4079381,800000,0,0,0,0,0
TRADING.COM MARKETS INC,RFED,NFA,2024-05-31,23633449,20000000,3633449,0,0,0,0,0,0,0,0,0,0,0,0,2183813
UBS FINANCIAL SERVICES INC,FCM BD,NFA,2024-05-31,885968377,136420122,749548255,215019023,133077833,81941190,35000000,37857628,3289369,34568259,15000000,0,0,0,0,0
UBS SECURITIES LLC,FCM BD,CBOT,2024-05-31,3716497967,914075330,2802422637,7617406713,7313534550,303872163,150000000,1944677101,1816299719,128377382,75000000,1324868696,1096494956,228373740,125000000,0
WEBULL FINANCIAL LLC,FCM BD,NFA,2024-05-31,141608544,3875799,137732745,11468958,6738665,4730293,150000,0,0,0,0,0,0,0,0,0
WEDBUSH SECURITIES INC,FCM BD SD,CBOT/NFA,2024-05-31,251522075,91128753,160393322,3374114998,3338542089,35572909,25000000,19625185,15822323,3802862,1000000,0,0,0,0,0
WELLS FARGO SECURITIES LLC,FCM BD,CME,2024-05-31,9693291683,1614295125,8078996558,6132165971,5566434591,565731380,160000000,372299483,269073659,103225824,25000000,15716325915,14860860131,855465784,400000000,0
ABN AMRO CLEARING USA LLC,FCM BD,CBOT,2024-06-30,741852445,237617111,504235334,4293482900,3686767300,606715600,350000000,257573384,222010514,35562870,15000000,0,0,0,0,0
ADM INVESTOR SERVICES INC,FCM,CBOT,2024-06-30,425066461,299158675,125907786,7172059166,6912814696,259244470,120000000,365365998,319217378,46148620,20000000,10671512,0,10671512,8000000,0
ADVANTAGE FUTURES LLC,FCM,CME,2024-06-30,36021074,12094229,23926845,495389947,477757131,17632816,8500000,98119843,93562805,4557038,1000000,0,0,0,0,0
AMP GLOBAL CLEARING LLC,FCM,NFA,2024-06-30,14343141,1000000,13343141,82034708,67356681,14678027,900000,1741537,1388254,353283,150000,0,0,0,0,0
APEX CLEARING CORPORATION,FCM BD,NFA,2024-06-30,445881608,29407921,416473687,272166213,249664814,22501399,10000000,0,0,0,0,0,0,0,0,0
BARCLAYS CAPITAL INC,FCM BD,NYME,2024-06-30,6144854171,2612817775,3532036396,16394324736,16024293986,370030750,240000000,5327831589,5106042137,221789452,81000000,16263873372,15808290834,455582538,45000000,0
BITNOMIAL CLEARING LLC,FCM,NFA,2024-06-30,1561038,1000000,561038,817021,300659,516362,100000,0,0,0,0,0,0,0,0,0
BNP PARIBAS SECURITIES CORP,FCM BD,CBOT,2024-06-30,2423403377,876054892,1547348485,7336668729,6641045575,695623154,570000000,675885787,433964230,241921557,98000000,2652384404,2474118795,178265609,130000000,0
BOFA SECURITIES INC,FCM BD,CBOT,2024-06-30,19334127765,4139770508,15194357257,26041742576,24862670703,1179071873,200000000,5146720049,4894512633,252207416,150000000,16431747427,16171475647,260271780,150000000,0
CANTOR FITZGERALD & CO,FCM BD,CBOT,2024-06-30,375158616,2022307,373136309,5318081,0,5318081,3000000,0,0,0,0,0,0,0,0,0
CHARLES SCHWAB FUTURES AND FOREX LLC,FCM,NFA,2024-06-30,260976844,41801194,219175650,762000275,605367006,156633269,100000000,0,0,0,0,0,0,0,0,62878303
CHS HEDGING LLC,FCM,CBOT,2024-06-30,79665191,8747133,70918058,127812991,67269186,60543805,24300000,1596671,0,1596671,200000,533214,0,533214,120000,0
CITIGROUP GLOBAL MARKETS INC,FCM BD SD,CBOT/NFA,2024-06-30,18131510642,4428461409,13703049233,16736215639,16099636807,636578832,446600000,4825587823,4153186948,672400875,165200000,29661057745,29015055957,646001788,441700000,0
CLEAR STREET LLC,FCM BD,CME,2024-06-30,513189618,50256750,462932868,293828409,288925241,4903168,3500000,0,0,0,0,0,0,0,0,0
COINBASE FINANCIAL MARKETS INC,FCM,NFA,2024-06-30,19216401,1000000,18216401,26694789,17854463,8840326,5000000,0,0,0,0,0,0,0,0,0
CREDIT SUISSE SECURITIES (USA) LLC,FCM BD,CBOT,2024-06-30,2606161561,39885373,2566276188,1600000,0,1600000,1,1400000,0,1400000,1,700000,0,700000,1,0
DAIWA CAPITAL MARKETS AMERICA INC,FCM BD,CME,2024-06-30,1289442957,1671443,1287771514,3525810,0,3525810,1,1514462,0,1514462,1,0,0,0,0,0
DEUTSCHE BANK SECURITIES INC,FCM BD,CBOT,2024-06-30,4247749920,234394550,4013355370,2665236078,2513917526,151318552,100000000,769079076,668826351,100252725,50000000,0,0,0,0,0
DIRECT ACCESS USA LLC,FCM,CME,2024-06-30,18963064,4278140,14684924,265444267,251762062,13682205,2500000,2611171,816019,1795152,1000000,0,0,0,0,0
DORMAN TRADING LLC,FCM,CME,2024-06-30,17378287,5515650,11862637,332600941,327238690,5362251,2000000,2795297,1666110,1129187,200000,0,0,0,0,0
ETRADE FUTURES LLC,FCM,NFA,2024-06-30,62528770,4792097,57736673,125393777,68450070,56943707,11000000,0,0,0,0,0,0,0,0,0
FUTU FUTURES INC,FCM,NFA,2024-06-30,1987560,1000000,987560,0,0,0,0,0,0,0,0,0,0,0,0,0
GAIN CAPITAL GROUP LLC,FCM RFED,NFA,2024-06-30,50256212,29879467,20376745,0,0,0,0,0,0,0,0,0,0,0,0,207589347
GH FINANCIALS LLC,FCM,CME,2024-06-30,30705146,13047203,17657943,187809640,173280756,14528884,6100000,10097847,7737889,2359958,350000,0,0,0,0,0
GOLDMAN SACHS & CO LLC,FCM BD SD,CBOT/NFA,2024-06-30,20151318910,5025449934,15125868976,33995719070,32989114352,1006604718,775000000,9858785728,9255401269,603384459,475000000,20441853187,19654293222,787559965,350000000,0
HIDDEN ROAD PARTNERS CIV US LLC,FCM,CME,2024-06-30,31287963,1000000,30287963,13414249,5041685,8372564,3860807,0,0,0,0,0,0,0,0,0
HSBC SECURITIES USA INC,FCM BD,CME,2024-06-30,1170374562,435810211,734564351,4068178751,3905006253,163172498,127000000,242428216,209068674,33359542,15000000,1651690016,1542212636,109477380,84000000,0
INTERACTIVE BROKERS LLC,FCM BD,CME,2024-06-30,8115873255,1062095763,7053777492,8098904650,7896572594,202332056,155000000,772351722,651759656,120592066,80000000,0,0,0,0,27720637
IRONBEAM INC,FCM,CME,2024-06-30,15335174,2657011,12678163,125832801,111503021,14329780,1600000,1263452,832271,431181,60000,0,0,0,0,0
JEFFERIES LLC,FCM BD,NFA,2024-06-30,1780677917,125303020,1655374897,0,0,0,0,0,0,0,0,0,0,0,0,0
JP MORGAN SECURITIES LLC,FCM BD SD,CEI/NFA,2024-06-30,24651574741,5584617814,19066956927,40313784662,39257629826,1056154836,745894967,7634147184,7260843648,373303536,196042778,24223827969,21833808165,2390019804,676848053,0
LIME TRADING CORP,FCM BD,NFA,2024-06-30,11827631,1000000,10827631,46094,0,46094,20000,40010,0,40010,20000,0,0,0,0,0
MACQUARIE FUTURES USA LLC,FCM,CBOT,2024-06-30,514226710,345760891,168465819,3712362032,3556367612,155994420,100000000,238096475,194269424,43827051,7000000,5179646,0,5179646,1000000,0
MAREX CAPITAL MARKETS INC,FCM BD SD,CME/NFA,2024-06-30,612395062,316129393,296265669,7018005097,6885679161,132325936,75000000,209254528,183534415,25720113,8000000,0,0,0,0,0
MCVEAN TRADING & INVESTMENTS LLC,FCM,NFA,2024-06-30,13452189,1217284,12234905,394200367,371389392,22810975,18000000,2802359,0,2802359,1000000,0,0,0,0,0
MFI FUNDING LLC,FCM,NFA,2024-06-30,112555176,1000000,111555176,0,0,0,0,0,0,0,0,0,0,0,0,0
