date,market,lev_fund_long,lev_fund_short,lev_fund_spreading,lev_fund_net
2022-12-20,E-MINI S&P HEALTH CARE INDEX - CHICAGO MERCANTILE EXCHANGE,2450,0,3,2450
2022-12-20,MICRO E-MINI NASDAQ-100 INDEX - CHICAGO MERCANTILE EXCHANGE,9149,53260,1654,-44111
2022-12-20,E-MINI S&P ENERGY INDEX - CHICAGO MERCANTILE EXCHANGE,4831,751,0,4080
2022-12-20,E-MINI S&P INDUSTRIAL INDEX - CHICAGO MERCANTILE EXCHANGE,998,1254,0,-256
2022-12-20,E-MINI S&P 400 STOCK INDEX - CHICAGO MERCANTILE EXCHANGE,993,1329,52,-336
2022-12-20,E-MINI S&P CONSU STAPLES INDEX - CHICAGO MERCANTILE EXCHANGE,1335,489,0,846
2022-12-20,DOW JONES U.S. REAL ESTATE IDX - CHICAGO BOARD OF TRADE,2518,3742,0,-1224
2022-12-20,E-MINI S&P 500 - CHICAGO MERCANTILE EXCHANGE,160644,379132,47629,-218488
2022-12-20,E-MINI S&P UTILITIES INDEX - CHICAGO MERCANTILE EXCHANGE,2207,853,0,1354
2022-12-20,RUSSELL E-MINI - CHICAGO MERCANTILE EXCHANGE,84700,124658,5190,-39958
2022-12-20,S&P 500 Consolidated - CHICAGO MERCANTILE EXCHANGE,32129,75826,9526,-43697
2022-12-20,E-MINI S&P FINANCIAL INDEX - CHICAGO MERCANTILE EXCHANGE,443,1283,0,-840
2022-12-20,ADJUSTED INT RATE S&P 500 TOTL - CHICAGO MERCANTILE EXCHANGE,2250,12916,41382,-10666
2022-12-20,S&P 500 ANNUAL DIVIDEND INDEX - CHICAGO MERCANTILE EXCHANGE,98960,5018,10752,93942
2022-12-27,DJIA Consolidated - CHICAGO BOARD OF TRADE,12629,4066,324,8563
2022-12-27,E-MINI S&P ENERGY INDEX - CHICAGO MERCANTILE EXCHANGE,4698,758,0,3940
2022-12-27,DJIA x $5 - CHICAGO BOARD OF TRADE,25258,8132,647,17126
2022-12-27,S&P 500 ANNUAL DIVIDEND INDEX - CHICAGO MERCANTILE EXCHANGE,100070,5033,10371,95037
2022-12-27,MICRO E-MINI DJIA (x$0.5) - CHICAGO BOARD OF TRADE,11093,2152,55,8941
2022-12-27,E-MINI S&P UTILITIES INDEX - CHICAGO MERCANTILE EXCHANGE,2118,868,0,1250
2022-12-27,E-MINI S&P INDUSTRIAL INDEX - CHICAGO MERCANTILE EXCHANGE,998,1275,0,-277
2022-12-27,ADJUSTED INT RATE S&P 500 TOTL - CHICAGO MERCANTILE EXCHANGE,2250,12916,42382,-10666
2022-12-27,S&P 500 Consolidated - CHICAGO MERCANTILE EXCHANGE,28584,77939,9081,-49355
2022-12-27,NASDAQ-100 Consolidated - CHICAGO MERCANTILE EXCHANGE,11098,14159,976,-3061
2022-12-27,NASDAQ MINI - CHICAGO MERCANTILE EXCHANGE,55492,70797,4881,-15305
2022-12-27,E-MINI S&P HEALTH CARE INDEX - CHICAGO MERCANTILE EXCHANGE,2593,0,3,2593
2022-12-27,MICRO E-MINI S&P 500 INDEX - CHICAGO MERCANTILE EXCHANGE,22070,45533,4734,-23463
2022-12-27,DOW JONES U.S. REAL ESTATE IDX - CHICAGO BOARD OF TRADE,2605,4605,2,-2000
2022-12-27,RUSSELL E-MINI - CHICAGO MERCANTILE EXCHANGE,79046,125951,5849,-46905
2022-12-27,E-MINI S&P FINANCIAL INDEX - CHICAGO MERCANTILE EXCHANGE,456,1283,0,-827
2022-12-27,EMINI RUSSELL 1000 VALUE INDEX - CHICAGO MERCANTILE EXCHANGE,2836,293,0,2543
2022-12-27,E-MINI S&P 400 STOCK INDEX - CHICAGO MERCANTILE EXCHANGE,1063,810,135,253
2022-12-27,E-MINI S&P 500 - CHICAGO MERCANTILE EXCHANGE,142921,389695,45406,-246774
2022-12-27,MICRO E-MINI NASDAQ-100 INDEX - CHICAGO MERCANTILE EXCHANGE,7373,53656,1849,-46283
2022-12-27,E-MINI S&P CONSU STAPLES INDEX - CHICAGO MERCANTILE EXCHANGE,1670,261,0,1409
2023-01-03,EMINI RUSSELL 1000 VALUE INDEX - CHICAGO MERCANTILE EXCHANGE,2844,288,0,2556
2023-01-03,DJIA x $5 - CHICAGO BOARD OF TRADE,27872,9644,3419,18228
2023-01-03,RUSSELL E-MINI - CHICAGO MERCANTILE EXCHANGE,80457,123110,4569,-42653
2023-01-03,MICRO E-MINI NASDAQ-100 INDEX - CHICAGO MERCANTILE EXCHANGE,9874,49497,1977,-39623
2023-01-03,DOW JONES U.S. REAL ESTATE IDX - CHICAGO BOARD OF TRADE,3315,5420,0,-2105
2023-01-03,NASDAQ MINI - CHICAGO MERCANTILE EXCHANGE,58604,60419,4732,-1815
2023-01-03,S&P 500 Consolidated - CHICAGO MERCANTILE EXCHANGE,31086,86329,7449,-55243
2023-01-03,E-MINI S&P UTILITIES INDEX - CHICAGO MERCANTILE EXCHANGE,2458,862,0,1596
2023-01-03,MICRO E-MINI S&P 500 INDEX - CHICAGO MERCANTILE EXCHANGE,26254,50003,5409,-23749
2023-01-03,E-MINI S&P ENERGY INDEX - CHICAGO MERCANTILE EXCHANGE,4544,732,0,3812
2023-01-03,E-MINI S&P INDUSTRIAL INDEX - CHICAGO MERCANTILE EXCHANGE,998,1295,0,-297
2023-01-03,E-MINI S&P 500 - CHICAGO MERCANTILE EXCHANGE,155431,431645,37247,-276214
2023-01-03,E-MINI S&P HEALTH CARE INDEX - CHICAGO MERCANTILE EXCHANGE,2346,0,3,2346
2023-01-03,DJIA Consolidated - CHICAGO BOARD OF TRADE,13936,4822,1710,9114
2023-01-03,E-MINI S&P FINANCIAL INDEX - CHICAGO MERCANTILE EXCHANGE,461,1541,0,-1080
2023-01-03,ADJUSTED INT RATE S&P 500 TOTL - CHICAGO MERCANTILE EXCHANGE,3250,15142,41682,-11892
2023-01-03,E-MINI S&P 400 STOCK INDEX - CHICAGO MERCANTILE EXCHANGE,1746,1498,105,248
2023-01-03,NASDAQ-100 Consolidated - CHICAGO MERCANTILE EXCHANGE,11721,12084,946,-363
